year, row, col, elevation, annualDroughtIndex, seasonalDroughtIndex, annualDegreeDaySum, seasonalDegreeDaySum, minimumTemperature, AET, PET, annualPrecipitationSum
464, 2, 2, 890, 0.0230087, 0.0230087, 1403.93, 1298.31, -0.1, 53.9801, 55.0307, 110.51
465, 2, 2, 890, 0.23956, 0.23956, 1579.75, 1489.8, -1.5, 44.9182, 55.8188, 80.93
466, 2, 2, 890, 0.0734857, 0.0734857, 1291.52, 1248.56, -3.3, 47.2866, 52.2413, 90.83
467, 2, 2, 890, 0.105499, 0.12057, 1740.18, 1515.31, -0.2, 54.3612, 59.0941, 118.19
468, 2, 2, 890, 1.11293e-08, 1.12525e-08, 1569.65, 1422.35, -5.1, 56.6091, 56.6091, 171.41
469, 2, 2, 890, 0.0867179, 0.0867179, 1326.47, 1262.05, -2.4, 50.4613, 54.1018, 147.41
470, 2, 2, 890, 0.214426, 0.214426, 1729.23, 1658.09, -4.2, 47.7916, 57.8598, 127.13
471, 2, 2, 890, 3.29427e-09, 4.2355e-09, 1363.19, 1162.96, -1.2, 56.5628, 56.5628, 150.44
472, 2, 2, 890, 0.212194, 0.212194, 1540.34, 1479.34, -0.5, 42.3846, 54.5715, 92.14
473, 2, 2, 890, 0.0592017, 0.0592017, 1449.15, 1380.81, -3.5, 51.7213, 54.5373, 167.44
474, 2, 2, 890, 0.0071314, 0.0071314, 1312.33, 1203.6, -1, 52.3492, 52.6776, 136.04
475, 2, 2, 890, 0.300085, 0.300085, 1336.27, 1289.58, -2.5, 37.5406, 53.2001, 176.4
476, 2, 2, 890, 0.0506267, 0.0578591, 1500.99, 1301.16, -2.8, 54.8579, 56.8368, 95.8
477, 2, 2, 890, 9.69558e-09, 9.69558e-09, 1112.64, 1013.24, -4.9, 52.1823, 52.1823, 155.34
478, 2, 2, 890, 0.0216015, 0.0216015, 1152.94, 1069.83, -2.6, 51.6185, 52.3281, 140.76
479, 2, 2, 890, 7.78317e-09, 7.78317e-09, 1101.86, 1054.49, -10.7, 49.8066, 49.8066, 160.84
480, 2, 2, 890, 8.58468e-09, 1.03016e-08, 1268.59, 1115.25, -0.1, 54.4112, 54.4112, 135.08
481, 2, 2, 890, 1.79275e-08, 1.79275e-08, 1380.8, 1284.41, -2.3, 52.6495, 52.6495, 176.94
482, 2, 2, 890, 0.255584, 0.255584, 1546.37, 1381.33, -1.1, 50.7186, 57.8684, 108.87
483, 2, 2, 890, 1.58786e-08, 1.58786e-08, 1191.4, 1104.25, -1.4, 53.1205, 53.1205, 176.29
484, 2, 2, 890, 1.27144e-08, 1.27144e-08, 1468.2, 1320.49, -0.5, 56.223, 56.223, 192.85
485, 2, 2, 890, 0.0964262, 0.0964262, 1143.21, 1107.74, -2.8, 45.3821, 49.4529, 141.27
486, 2, 2, 890, 0.00606888, 0.00606888, 1276.77, 1188.89, -6.5, 52.7632, 53.1181, 153.56
487, 2, 2, 890, 0.166374, 0.166374, 1431.3, 1346.26, -0.2, 47.3076, 54.3885, 119.56
488, 2, 2, 890, 1.03356e-08, 1.03356e-08, 1120.99, 1072.51, -5, 50.2548, 50.2548, 222.96
489, 2, 2, 890, 4.1083e-09, 4.1083e-09, 1307.53, 1233.84, -2.3, 52.7049, 52.7049, 188.67
490, 2, 2, 890, 0.111553, 0.111553, 1352.2, 1250.85, -2, 48.7229, 53.2595, 152.09
491, 2, 2, 890, 0.00415571, 0.00415571, 1223.2, 1142.63, -1.9, 52.2451, 52.4573, 182.21
492, 2, 2, 890, 0.128985, 0.128985, 1343.77, 1289.33, -3.8, 47.9263, 52.9056, 156.74
493, 2, 2, 890, 2.89478e-09, 2.89478e-09, 1281.66, 1195.36, -2.7, 50.8006, 50.8006, 210.52
494, 2, 2, 890, 0.13694, 0.13694, 1445.12, 1351.74, -2.9, 48.6781, 54.8868, 105.74
495, 2, 2, 890, 0.0842225, 0.0842225, 1134.12, 975.377, 0, 52.2569, 54.1622, 119.72
496, 2, 2, 890, 0.0569742, 0.0569742, 1340.61, 1276.77, -2.3, 48.8528, 51.3343, 162.61
497, 2, 2, 890, 0.0130509, 0.0130509, 1139.66, 1019.27, 0.5, 52.2356, 52.7305, 173.23
498, 2, 2, 890, 0.00834366, 0.00834366, 1310.08, 1228.56, -0.3, 52.6173, 53.0098, 122.55
499, 2, 2, 890, 0.122674, 0.122674, 1392.56, 1323.64, -0.8, 49.1548, 53.5345, 115.86
500, 2, 2, 890, 2.15621e-08, 2.15621e-08, 1230.31, 1113.02, -0.7, 53.4137, 53.4137, 194
501, 2, 2, 890, 1.55886e-08, 1.55886e-08, 1148.23, 1029.97, -1.2, 52.4196, 52.4196, 174.77
502, 2, 2, 890, 0.0226411, 0.0226411, 1260.59, 1193.79, -3.4, 51.1431, 52.2203, 179.64
503, 2, 2, 890, 0.00637941, 0.00637941, 1102.43, 1041.67, -2, 49.7527, 50.0255, 189.79
504, 2, 2, 890, 0.016745, 0.016745, 1247.27, 1161.87, -2.3, 52.6598, 53.5697, 215.8
505, 2, 2, 890, 1.04116e-08, 1.04116e-08, 1455.31, 1337.92, 0.4, 54.5471, 54.5471, 172.16
506, 2, 2, 890, 0.245133, 0.245133, 1564.58, 1440.02, -3.2, 41.6695, 56.4764, 137.22
507, 2, 2, 890, 0.0266565, 0.0310992, 1234.13, 1089.04, -3.5, 49.9573, 51.3033, 146.92
508, 2, 2, 890, 0.0982417, 0.0982417, 1379.45, 1326.42, -5.5, 47.6973, 51.986, 137.42
509, 2, 2, 890, 0.00243206, 0.00243206, 1410.78, 1313.61, -5.4, 53.8602, 53.9617, 167.27
